code,high_diff,high_diff_ratio,low_diff,low_diff_ratio
7220.0,3.0,0.1488833746898263,9.0,0.4552352048558422
7241.0,1.0,0.20491803278688525,0.0,0.0
7250.0,5.0,0.4088307440719542,6.0,0.4975124378109453
7266.0,4.0,0.5486968449931412,2.0,0.27739251040221913
7283.0,5.0,0.5767012687427913,5.0,0.5875440658049353
7475.0,7.0,0.2776675922253074,11.0,0.44141252006420545
7551.0,8.0,1.465201465201465,0.0,0.0
7607.0,0.0,0.0,27.0,1.0769844435580374
7640.0,0.0,0.0,3.0,0.872093023255814
7739.0,18.0,1.0739856801909307,13.0,0.7807807807807807
7752.0,13.0,1.1393514460999123,5.0,0.4456327985739751
7819.0,2.0,0.46728971962616817,7.0,1.650943396226415
7841.0,1.0,0.14513788098693758,0.0,0.0
7851.0,8.0,2.909090909090909,1.0,0.3676470588235294
