code,high_diff,high_diff_ratio,low_diff,low_diff_ratio
3814.0,8.0,1.1283497884344147,5.0,0.7352941176470588
3845.0,0.0,0.0,1.0,0.684931506849315
3986.0,3.0,0.22388059701492538,30.0,2.311248073959938
4243.0,0.0,0.0,5.0,0.5882352941176471
4492.0,14.0,1.2444444444444445,3.0,0.28169014084507044
4761.0,0.0,0.0,3.0,0.3694581280788177
5401.0,3.5,0.1634368433341116,17.5,0.8373205741626795
5458.0,0.0,0.0,11.0,1.5384615384615385
5729.0,25.0,0.6587615283267457,0.0,0.0
5982.0,4.0,0.18441678192715535,9.0,0.4235294117647058
6048.0,2.0,0.7874015748031495,1.0,0.4098360655737705
6176.0,0.0,0.0,2.0,0.4434589800443459
6233.0,2.0,0.31746031746031744,2.0,0.32679738562091504
6299.0,5.0,0.1492537313432836,5.0,0.15220700152207
6537.0,3.0,0.5319148936170213,0.0,0.0
6568.0,0.0,0.0,7.0,0.5862646566164154
6612.0,40.0,0.6700167504187605,10.0,0.1718213058419244
6635.0,1.0,0.16835016835016833,2.0,0.3454231433506045
6731.0,0.0,0.0,1.0,5.555555555555555
7150.0,0.0,0.0,1.0,0.16501650165016502
7181.0,5.0,0.23730422401518747,13.0,0.6295399515738499
7238.0,0.0,0.0,1.0,0.5154639175257731
7284.0,0.0,0.0,3.0,0.2884615384615385
7446.0,0.0,0.0,20.0,0.5509641873278237
7524.0,1.0,0.2012072434607646,3.0,0.6147540983606558
7719.0,3.0,0.9036144578313252,16.0,5.2805280528052805
7727.0,0.0,0.0,1.0,0.37735849056603776
7758.0,4.0,0.38204393505253104,7.0,0.682261208576998
7939.0,2.0,0.4484304932735426,3.0,0.6944444444444444
7980.0,0.0,0.0,1.0,0.11037527593818984
7992.0,1.0,0.5555555555555556,0.0,0.0
8025.0,1.0,0.0702247191011236,1.0,0.07102272727272728
8115.0,2.0,0.3787878787878788,12.0,2.3391812865497075
9034.0,0.0,0.0,3.0,0.26666666666666666
9173.0,0.0,0.0,8.0,0.34438226431338786
