code,high_diff,high_diff_ratio,low_diff,low_diff_ratio
3825.0,4.0,2.127659574468085,3.0,1.6483516483516485
3929.0,10.0,1.545595054095827,0.0,0.0
3975.0,2.0,0.22246941045606228,0.0,0.0
4071.0,75.0,2.6288117770767614,58.0,2.087832973362131
4193.0,18.0,0.6103763987792472,20.0,0.6939625260235947
4351.0,3.0,0.36719706242350064,1.0,0.1226993865030675
4422.0,5.0,0.5025125628140703,0.0,0.0
4629.0,9.0,0.6293706293706294,0.0,0.0
4920.0,6.0,0.5221932114882507,1.0,0.08936550491510277
5103.0,2.0,3.7735849056603774,0.0,0.0
5395.0,20.0,1.0266940451745379,4.0,0.20533880903490762
5781.0,0.0,0.0,8.0,0.7455731593662628
5906.0,4.0,0.997506234413965,1.0,0.25
6145.0,20.0,0.4530011325028313,15.0,0.3444316877152698
6159.0,0.0,0.0,23.0,2.064631956912029
6343.0,1.0,0.8130081300813009,0.0,0.0
6543.0,14.0,1.092896174863388,3.0,0.234192037470726
6566.0,5.0,0.5428881650380022,0.0,0.0
6772.0,26.0,1.4823261117445838,52.0,2.9867892016082713
6867.0,7.0,1.1272141706924315,1.0,0.16233766233766234
6969.0,44.0,3.522818254603683,3.0,0.24793388429752067
7040.0,10.0,1.2738853503184715,6.0,0.7643312101910829
7064.0,64.0,2.9077691958200815,10.0,0.4636068613815485
7092.0,175.0,3.910614525139665,55.0,1.2557077625570776
7097.0,7.0,0.34347399411187435,11.0,0.5440158259149357
7444.0,3.0,0.17431725740848344,0.0,0.0
7450.0,0.0,0.0,4.0,0.28348688873139616
7636.0,30.0,1.7341040462427744,0.0,0.0
7774.0,3.0,0.425531914893617,10.0,1.4285714285714286
7847.0,20.0,3.215434083601286,0.0,0.0
7957.0,7.0,0.4146919431279621,16.0,0.9478672985781991
8254.0,40.0,9.029345372460497,1.0,0.2590673575129534
8995.0,22.0,3.6303630363036308,0.0,0.0
9271.0,14.0,2.7131782945736433,4.0,0.8097165991902834
9311.0,55.0,1.4248704663212435,0.0,0.0
9377.0,15.0,2.7027027027027026,4.0,0.7272727272727273
9428.0,0.0,0.0,3.0,0.3021148036253776
9439.0,3.0,1.5957446808510638,1.0,0.5376344086021506
9685.0,3.0,0.5,2.0,0.3395585738539898
9686.0,2.0,0.19940179461615154,0.0,0.0
9849.0,20.0,0.4,10.0,0.2
9854.0,1.0,0.4464285714285714,0.0,0.0
